Crystal_Structure,Lattice_Parameters,formula,TN,Space_Group,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,compound possible,max ionic char,avg ionic char
GdFeO3-type,,ErRhO3,0.91,Pnma,Er1 Rh1 O3,8.0,68.0,60.0,27.4,23.28,8.0,35.0,87.0,52.0,71.0,19.2,87.0,15.9994,167.259,151.25959999999998,63.63253999999999,57.159768,15.9994,54.8,2237.0,2182.2,834.28,935.376,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,189.0,123.0,105.8,47.760000000000005,66.0,1.24,3.44,2.2,2.768,0.8064,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,12.0,12.0,2.4,3.84,0.0,6.0,14.0,8.0,8.2,2.6399999999999997,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,2.0,2.0,0.4,0.64,0.0,2.0,3.0,1.0,2.2,0.3200000000000001,2.0,9.105,30.585,21.48,14.308000000000002,6.510800000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,1.8,2.4,1.6,2.4,0.21951219512195125,0.29268292682926833,0.19512195121951223,0.29268292682926833,d,Rh,-0.239422,d,Rh,-0.239422,0.0,True,0.7018027205701127,0.12797288067604518
GdFeO3-type,,YbRhO3,2.3,Pnma,Yb1 Rh1 O3,8.0,70.0,62.0,27.8,23.76,8.0,39.0,87.0,48.0,71.8,18.240000000000002,87.0,15.9994,173.054,157.0546,64.79154,58.550568,15.9994,54.8,2237.0,2182.2,698.6800000000001,772.6560000000001,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,187.0,121.0,105.4,47.28,66.0,1.26,3.44,2.1799999999999997,2.772,0.8016,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,16.0,10.0,8.6,3.12,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,9.105,34.12,25.014999999999997,15.015,7.641999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,1.8,2.4,1.6,2.8,0.20930232558139536,0.27906976744186046,0.186046511627907,0.3255813953488372,d,Rh,-0.239422,d,Rh,-0.239422,0.0,True,0.7456133690005962,0.13551199583747103
Layered Perovskite,,Sr2IrO4,240.0,I41/acd,Sr2 Ir1 O4,8.0,77.0,69.0,26.428571428571427,21.061224489795922,8.0,8.0,87.0,79.0,60.57142857142857,30.204081632653065,87.0,15.9994,192.217,176.2176,61.63637142857142,52.15653877551021,15.9994,54.8,2739.0,2684.2,722.6,763.1999999999999,54.8,2.0,16.0,14.0,11.0,5.714285714285714,16.0,2.0,6.0,4.0,3.4285714285714284,1.6326530612244898,2.0,66.0,195.0,129.0,113.57142857142857,54.367346938775505,66.0,0.95,3.44,2.49,2.551428571428571,1.0155102040816326,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,7.0,7.0,1.0,1.7142857142857142,0.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,2.0,23.0,21.0,7.285714285714286,4.489795918367347,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,3.0,3.0,0.42857142857142855,0.7346938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5714285714285714,0.8979591836734694,2.0,9.105,54.23,45.125,22.727142857142855,18.001632653061222,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,103.28571428571429,104.3265306122449,12.0,3,0.6546536707079771,0.5970484566258902,0.5750650283013602,0.5720691506685885,0.5714844049399023,2.0,2.2857142857142856,1.0,2.0,0.27450980392156865,0.3137254901960784,0.13725490196078433,0.27450980392156865,d,Ir,-0.335189,d,Ir,-0.335189,0.0,True,0.7877573323062756,0.16786438468896014
Orthorhombic perovskite,"{'a': '5.278 Ã…', 'b': '5.591 Ã…', 'c': '7.602 Ã…'}",Ho0.5Pr0.5FeO3,650.0,Pbnm,Ho0.5 Pr0.5 Fe1 O3,8.0,67.0,59.0,22.6,17.52,8.0,17.0,87.0,70.0,68.2,22.56,87.0,15.9994,164.93032,148.93092,51.352436999999995,42.42364439999999,15.9994,54.8,1811.0,1756.2,690.1800000000001,762.456,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,203.0,137.0,105.5,47.4,66.0,1.13,3.44,2.31,2.666,0.9288000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,11.0,11.0,1.4,2.2399999999999998,0.0,5.0,13.0,8.0,7.0,1.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,11.0,11.0,1.4,2.2399999999999998,0.0,2.0,11.0,9.0,3.4,1.7599999999999998,2.0,9.105,35.675,26.569999999999997,14.249833333329999,7.581733333327999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,4,0.648074069840786,0.6091199348919785,0.6005237760880777,0.6000397970967368,0.6000010180820754,2.0,2.4,1.2,1.4,0.2857142857142857,0.34285714285714286,0.17142857142857143,0.19999999999999998,f,Ho,-0.272677,f,Ho,-0.272677,0.0,,,
Perovskite,,La0.53Tb0.14Sr0.33MnO3,66.0,,La0.53 Tb0.14 Sr0.33 Mn1 O3,8.0,65.0,57.0,20.169999999999998,14.604,8.0,8.0,87.0,79.0,65.31800000000001,26.018399999999996,87.0,15.9994,158.92535,142.92595,45.54405862,35.453590344,15.9994,54.8,1629.0,1574.2,578.0500000000001,627.9000000000001,54.8,2.0,16.0,14.0,11.534,5.3591999999999995,16.0,2.0,6.0,4.0,3.1340000000000003,1.3608,2.0,66.0,207.0,141.0,107.644,49.9728,66.0,0.95,3.44,2.49,2.58718,1.023384,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.106,1.5576000000000003,0.0,0.0,9.0,9.0,0.25200000000000006,0.4898880000000001,0.0,2.0,11.0,9.0,5.758,1.080752,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.954,2.7121520000000006,0.0,0.0,5.0,5.0,0.14,0.27216000000000007,0.0,0.0,9.0,9.0,3.2939999999999996,1.9876079999999998,2.0,9.105,54.23,45.125,15.939458908047602,10.38209977011616,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,91.446,95.33520000000001,12.0,5,0.6452720356562803,0.608670817197919,0.6005155512225063,0.6000396619103983,0.6000010178901038,2.0,2.4,1.106,0.25200000000000006,0.3473428273706148,0.4168113928447377,0.19208058353595,0.04376519624869747,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Perovskite,{'a': '3.8939'},La0.5Ba0.5Co0.9Cu0.1O3,95.0,Pm-3m,La0.5 Ba0.5 Co0.9 Cu0.1 O3,8.0,57.0,49.0,21.54,16.248,8.0,9.0,87.0,78.0,66.12,25.056,87.0,15.9994,138.90547,122.90607000000001,49.1017821,39.72285852,15.9994,54.8,1768.0,1713.2,597.5754,651.33048,54.8,2.0,16.0,14.0,11.940000000000001,4.872,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,215.0,149.0,107.11999999999998,49.343999999999994,66.0,0.89,3.44,2.55,2.6394,0.9607199999999999,3.44,1.0,2.0,1.0,1.98,0.03920000000000002,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,1.56,2.2960000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,5.9399999999999995,1.3760000000000003,6.0,0.0,1.0,1.0,0.02,0.0392,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.44,2.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.66,1.3904,2.0,9.105,63.59,54.485,17.57725,13.0666,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.27872481600000004,0.45710869824000006,0.0,12.0,229.0,217.0,88.92,92.304,12.0,5,0.6424951361683604,0.6071731604581663,0.6003221230724812,0.6000193562296577,0.6000003562776286,1.98,2.4,1.56,0.0,0.33333333333333337,0.40404040404040403,0.26262626262626265,0.0,d,Co,-0.322368,d,Co,-0.322368,0.0,,,
Perovskite,{'a': '3.8927'},La0.5Ba0.5Co0.9Zn0.1O3,97.0,Pm-3m,La0.5 Ba0.5 Co0.9 Zn0.1 O3,8.0,57.0,49.0,21.56,16.272,8.0,9.0,87.0,78.0,66.22,25.047199999999997,87.0,15.9994,138.90547,122.90607000000001,49.138462100000005,39.76687452,15.9994,54.8,1768.0,1713.2,584.2736,635.3683199999999,54.8,2.0,16.0,14.0,11.959999999999999,4.849600000000001,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,215.0,149.0,106.91999999999999,49.104,66.0,0.89,3.44,2.55,2.6344000000000003,0.9667199999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,1.56,2.2960000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,5.96,1.384,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.44,2.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.6399999999999997,1.4015999999999997,2.0,9.105,63.59,54.485,17.63505,13.043479999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.27872481600000004,0.45710869824000006,0.0,12.0,229.0,217.0,88.3,91.55999999999999,12.0,5,0.6424951361683604,0.6071731604581663,0.6003221230724812,0.6000193562296577,0.6000003562776286,2.0,2.4,1.56,0.0,0.33557046979865773,0.40268456375838924,0.26174496644295303,0.0,d,Co,-0.322368,d,Co,-0.322368,0.0,,,
Perovskite,{'a': '3.8921'},La0.5Ba0.5Co0.9Ti0.1O3,110.0,Pm-3m,La0.5 Ba0.5 Co0.9 Ti0.1 O3,8.0,57.0,49.0,21.4,16.080000000000002,8.0,9.0,87.0,78.0,65.7,25.56,87.0,15.9994,138.90547,122.90607000000001,48.7882021,39.383410604,15.9994,54.8,1941.0,1886.2,609.24,665.3280000000001,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,215.0,149.0,107.67999999999999,50.016,66.0,0.89,3.44,2.55,2.6322,0.96936,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.4,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.8,1.392,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.6,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.8,1.5199999999999998,2.0,9.105,63.59,54.485,17.68965,13.021640000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.2787252666666667,0.45710853600000007,0.0,12.0,229.0,217.0,88.3,91.55999999999999,12.0,5,0.6424951361683604,0.6071731604581663,0.6003221230724812,0.6000193562296577,0.6000003562776286,2.0,2.4,1.4,0.0,0.3448275862068966,0.41379310344827586,0.24137931034482757,0.0,d,Co,-0.322368,d,Co,-0.322368,0.0,,,
Perovskite,{'a': '3.8929'},La0.5Ba0.5Co0.9Ru0.1O3,170.0,Pm-3m,La0.5 Ba0.5 Co0.9 Ru0.1 O3,8.0,57.0,49.0,21.84,16.607999999999997,8.0,9.0,87.0,78.0,65.96000000000001,25.247999999999998,87.0,15.9994,138.90547,122.90607000000001,49.852262100000004,40.62343452,15.9994,54.8,2607.0,2552.2,622.56,681.3120000000001,54.8,2.0,16.0,14.0,11.879999999999999,4.944,16.0,2.0,6.0,4.0,3.22,1.464,2.0,66.0,215.0,149.0,107.4,49.68,66.0,0.89,3.44,2.55,2.6454,0.9535199999999999,3.44,1.0,2.0,1.0,1.98,0.03920000000000002,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.88,1.352,6.0,0.0,1.0,1.0,0.02,0.0392,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.72,1.4080000000000001,2.0,9.105,63.59,54.485,17.62605,13.04708,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.27872481600000004,0.45710869824000006,0.0,12.0,229.0,217.0,88.3,91.55999999999999,12.0,5,0.6424951361683604,0.6071731604581663,0.6003221230724812,0.6000193562296577,0.6000003562776286,1.98,2.4,1.5,0.0,0.336734693877551,0.40816326530612246,0.25510204081632654,0.0,d,Co,-0.322368,d,Co,-0.322368,0.0,,,
Antiperovskite,,Mn3GaC,157.0,,Mn3 Ga1 C1,6.0,31.0,25.0,22.4,6.5600000000000005,25.0,52.0,77.0,25.0,61.4,11.28,52.0,12.0107,69.723,57.7123,49.309567,14.9195468,54.938045,302.91,3823.0,3520.09,1736.5819999999999,834.5671999999998,1519.0,7.0,14.0,7.0,9.6,3.12,7.0,2.0,4.0,2.0,3.6,0.6399999999999999,4.0,76.0,139.0,63.0,123.0,19.2,139.0,1.55,2.55,0.9999999999999998,1.8020000000000003,0.3024,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6,0.72,0.0,0.0,10.0,10.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,7.6,2.1599999999999997,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8,2.16,0.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,5.64,18.8575,13.217500000000001,11.19205172414,3.066179310344001,10.4875862069,0.0,4.496,4.496,0.8992000000000001,1.4387200000000002,0.0,0.0,0.000310120689655,0.000310120689655,0.000186072413793,0.00014885793103439998,0.000310120689655,64.0,217.0,153.0,181.8,47.11999999999999,217.0,3,0.66332495807108,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,2.0,0.6,5.0,0.0,0.2631578947368421,0.07894736842105263,0.6578947368421053,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,False,0.221199216928595,0.03367256846053199
Antiperovskite,,Mn3GaC0.9,155.0,,Mn3 Ga1 C0.9,6.0,31.0,25.0,22.73469387755102,6.14743856726364,25.0,52.0,77.0,25.0,61.08163265306122,11.120366513952519,52.0,12.0107,69.723,57.7123,50.07076836734694,13.981249604331525,54.938045,302.91,3823.0,3520.09,1694.0020408163266,782.0808829654311,1519.0,7.0,14.0,7.0,9.510204081632653,3.07371928363182,7.0,2.0,4.0,2.0,3.63265306122449,0.5997501041232819,4.0,76.0,139.0,63.0,123.95918367346937,18.41732611411912,139.0,1.55,2.55,0.9999999999999998,1.786734693877551,0.2898792169929195,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.5714285714285714,0.6997084548104956,0.0,0.0,10.0,10.0,5.1020408163265305,1.9991670137442732,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,7.673469387755102,2.174094127446897,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7551020408163263,2.1491045397750934,0.0,0.0,5.0,5.0,3.061224489795918,2.3740108288213246,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.816326530612245,0.29987505206164095,5.0,5.64,18.8575,13.217500000000001,11.305358902183674,3.0825065705372765,10.4875862069,0.0,4.496,4.496,0.8257959183673469,1.348238234069138,0.0,0.0,0.000310120689655,0.000310120689655,0.0001898698099928571,0.00014724597509650146,0.000310120689655,64.0,217.0,153.0,181.55102040816325,47.980008329862564,217.0,3,0.6709911111336161,0.6250442386386454,0.613044264162968,0.612304001600848,0.6122462963114119,2.0,0.5714285714285714,5.1020408163265305,0.0,0.26063829787234044,0.07446808510638298,0.6648936170212766,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Orthorhombic perovskite,"{'a': '5.4159 Ã…', 'b': '5.8379 Ã…', 'c': '7.5481 Ã…'}",NdMnO3,85.0,Pnma,Nd1 Mn1 O3,8.0,60.0,52.0,21.8,16.560000000000002,8.0,19.0,87.0,68.0,66.4,24.72,87.0,15.9994,144.242,128.24259999999998,49.435649,40.12349879999999,15.9994,54.8,1519.0,1464.2,595.48,648.816,54.8,3.0,16.0,13.0,11.6,5.279999999999999,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,201.0,135.0,107.6,49.92,66.0,1.14,3.44,2.3,2.602,1.0056,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,7.0,1.0,6.2,0.3200000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,4.2,2.6399999999999997,2.0,9.105,34.81,25.705000000000002,14.522517241380001,8.114993103448,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,217.0,205.0,89.4,92.88,12.0,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,2.0,2.4,1.0,0.8,0.3225806451612903,0.3870967741935484,0.16129032258064516,0.12903225806451613,d,Mn,-0.26654,d,Mn,-0.26654,0.0,False,0.7335317021864758,0.16054012436700477
Pnma,,Sm0.1Ca0.7Sr0.2MnO3,90.0,,Sm0.1 Ca0.7 Sr0.2 Mn1 O3,8.0,62.0,54.0,15.36,8.831999999999999,8.0,7.0,87.0,80.0,64.36,27.167999999999996,87.0,15.9994,150.36,134.3606,32.710169,20.0529228,15.9994,54.8,1519.0,1464.2,561.6800000000001,608.256,54.8,2.0,16.0,14.0,11.42,5.496,16.0,2.0,6.0,4.0,2.88,1.0559999999999998,2.0,66.0,198.0,132.0,103.8,45.36,66.0,0.95,3.44,2.49,2.5754,1.03752,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,6.0,6.0,0.12000000000000002,0.23520000000000002,0.0,2.0,8.0,6.0,5.5200000000000005,1.2671999999999994,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,0.16,0.3136,0.0,0.0,8.0,8.0,2.3600000000000003,1.2816,2.0,9.105,54.23,45.125,15.682117241380002,9.970353103448002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,94.42,98.904,12.0,5,0.649307323229917,0.6098521544410335,0.6005758811292023,0.6000424118242522,0.6000010447996444,2.0,2.4,1.0,0.12000000000000002,0.3623188405797101,0.4347826086956521,0.18115942028985504,0.02173913043478261,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Pnma,,Sm0.1Ca0.6Sr0.3MnO3,110.0,,Sm0.1 Ca0.6 Sr0.3 Mn1 O3,8.0,62.0,54.0,15.719999999999999,9.264,8.0,7.0,87.0,80.0,64.38,27.144,87.0,15.9994,150.36,134.3606,33.661009,21.1939308,15.9994,54.8,1519.0,1464.2,560.38,606.696,54.8,2.0,16.0,14.0,11.42,5.496,16.0,2.0,6.0,4.0,2.9,1.08,2.0,66.0,198.0,132.0,104.17999999999999,45.815999999999995,66.0,0.95,3.44,2.49,2.5744,1.03872,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,6.0,6.0,0.12000000000000002,0.23520000000000002,0.0,2.0,8.0,6.0,5.5200000000000005,1.2671999999999994,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,0.16,0.3136,0.0,0.0,8.0,8.0,2.3600000000000003,1.2816,2.0,9.105,54.23,45.125,16.011317241380002,10.497073103448,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,94.42,98.904,12.0,5,0.6468384651518492,0.6090768083034109,0.6005324861213732,0.6000402902325676,0.6000010222474311,2.0,2.4,1.0,0.12000000000000002,0.3623188405797101,0.4347826086956521,0.18115942028985504,0.02173913043478261,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
