Crystal_Structure,Lattice_Parameters,formula,TN,Space_Group,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,compound possible,max ionic char,avg ionic char
Antiperovskite,{'a': '3.905 Ã…'},Mn3Cu0.8Si0.2N,127.0,Pm3m,Mn3 Cu0.8 Si0.2 N1,7.0,29.0,22.0,21.6,6.447999999999999,25.0,52.0,82.0,30.0,60.959999999999994,10.751999999999999,52.0,14.0067,63.546,49.5393,47.054947000000006,14.736854559999998,54.938045,63.05,1687.0,1623.95,1208.7332000000001,458.27328,1519.0,7.0,15.0,8.0,9.52,3.024,7.0,2.0,4.0,2.0,3.5599999999999996,0.6688000000000003,4.0,71.0,139.0,68.0,123.16000000000001,21.836799999999993,139.0,1.55,3.04,1.49,1.918,0.4488,1.55,1.0,2.0,1.0,1.8399999999999999,0.2688000000000001,2.0,0.0,3.0,3.0,0.6799999999999999,1.0336,0.0,0.0,10.0,10.0,4.6,2.208,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,7.12,1.2416000000000003,7.0,0.0,1.0,1.0,0.16,0.26880000000000004,0.0,0.0,4.0,4.0,0.76,1.1552000000000002,0.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.9200000000000004,1.3023999999999998,5.0,10.4875862069,20.44,9.952413793100002,11.83510172414,1.8618511724128002,10.4875862069,0.0,6.437,6.437,1.3183200000000002,2.0474720000000004,0.0,0.0,0.000310120689655,0.000310120689655,0.000186072413793,0.00014885793103439998,0.000310120689655,194.0,227.0,33.0,214.08,8.031999999999993,217.0,4,0.6536053855347277,0.6110543442831938,0.6006543735623902,0.6000474011882218,0.6000011251993493,1.8399999999999999,0.6799999999999999,4.6,0.0,0.2584269662921348,0.09550561797752807,0.646067415730337,0.0,p,N,-0.266297,p,N,-0.266297,0.0,,,
Antiperovskite,{'a': '3.903 Ã…'},Mn3Cu0.7Si0.3N,143.0,Pm3m,Mn3 Cu0.7 Si0.3 N1,7.0,29.0,22.0,21.3,6.595999999999999,25.0,52.0,82.0,30.0,61.24000000000001,11.088000000000003,52.0,14.0067,63.546,49.5393,46.345737,15.12684324,54.938045,63.05,1687.0,1623.95,1215.3178000000003,460.90711999999985,1519.0,7.0,15.0,8.0,9.58,3.096,7.0,2.0,4.0,2.0,3.5400000000000005,0.6807999999999998,4.0,71.0,139.0,68.0,122.73999999999998,22.104800000000008,139.0,1.55,3.04,1.49,1.918,0.4488,1.55,1.0,2.0,1.0,1.86,0.24079999999999996,2.0,0.0,3.0,3.0,0.72,1.0656,0.0,0.0,10.0,10.0,4.4,2.288,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.9799999999999995,1.1496000000000002,7.0,0.0,1.0,1.0,0.13999999999999999,0.24079999999999996,0.0,0.0,4.0,4.0,0.8400000000000001,1.2432000000000003,0.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.9799999999999995,1.2264000000000002,5.0,10.4875862069,20.44,9.952413793100002,12.02250172414,2.1085991034472,10.4875862069,0.0,6.437,6.437,1.3337800000000002,2.041288,0.0,0.0,0.000310120689655,0.000310120689655,0.000186072413793,0.00014885793103439998,0.000310120689655,194.0,227.0,33.0,214.11999999999998,8.048000000000014,217.0,4,0.6505382386916237,0.6099811872725391,0.6005769141908202,0.6000424198866755,0.6000010448055402,1.86,0.72,4.4,0.0,0.2664756446991404,0.10315186246418338,0.6303724928366763,0.0,p,N,-0.266297,p,N,-0.266297,0.0,,,
Antiperovskite,{'a': '3.900 Ã…'},Mn3Cu0.6Si0.4N,107.0,Pm3m,Mn3 Cu0.6 Si0.4 N1,7.0,29.0,22.0,21.0,6.720000000000001,25.0,52.0,82.0,30.0,61.52,11.424000000000001,52.0,14.0067,63.546,49.5393,45.63652700000001,15.460095119999997,54.938045,63.05,1687.0,1623.95,1221.9024000000002,463.5409599999999,1519.0,7.0,15.0,8.0,9.64,3.168,7.0,2.0,4.0,2.0,3.5200000000000005,0.6911999999999998,4.0,71.0,139.0,68.0,122.32000000000001,22.339199999999998,139.0,1.55,3.04,1.49,1.918,0.4488,1.55,1.0,2.0,1.0,1.8799999999999997,0.21120000000000028,2.0,0.0,3.0,3.0,0.76,1.0944,0.0,0.0,10.0,10.0,4.2,2.3519999999999994,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.840000000000001,1.1903999999999997,7.0,0.0,1.0,1.0,0.12,0.2112,0.0,0.0,4.0,4.0,0.9199999999999999,1.3248000000000002,0.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.04,1.152,5.0,10.4875862069,20.44,9.952413793100002,12.209901724140002,2.3403550344816013,10.4875862069,0.0,6.437,6.437,1.34924,2.0351039999999996,0.0,0.0,0.000310120689655,0.000310120689655,0.000186072413793,0.00014885793103439998,0.000310120689655,194.0,227.0,33.0,214.16,8.064000000000002,217.0,4,0.6486909896090742,0.609335476288203,0.6005363242807298,0.6000403458480008,0.6000010223479758,1.8799999999999997,0.76,4.2,0.0,0.2748538011695906,0.1111111111111111,0.6140350877192982,0.0,p,N,-0.266297,p,N,-0.266297,0.0,,,
Antiperovskite,{'a': '3.898 Ã…'},Mn3Cu0.5Si0.5N,77.0,Pm3m,Mn3 Cu0.5 Si0.5 N1,7.0,29.0,22.0,20.7,6.820000000000002,25.0,52.0,82.0,30.0,61.8,11.76,52.0,14.0067,63.546,49.5393,44.927317,15.736610200000001,54.938045,63.05,1687.0,1623.95,1228.487,466.17479999999995,1519.0,7.0,15.0,8.0,9.7,3.2399999999999998,7.0,2.0,4.0,2.0,3.5,0.7,4.0,71.0,139.0,68.0,121.9,22.54,139.0,1.55,3.04,1.49,1.918,0.4488,1.55,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,3.0,3.0,0.8,1.12,0.0,0.0,10.0,10.0,4.0,2.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.7,1.22,7.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,4.0,4.0,1.0,1.4,0.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.1,1.08,5.0,10.4875862069,20.44,9.952413793100002,12.397301724139998,2.5571189655159996,10.4875862069,0.0,6.437,6.437,1.3647,2.0289200000000003,0.0,0.0,0.000310120689655,0.000310120689655,0.000186072413793,0.00014885793103439998,0.000310120689655,194.0,227.0,33.0,214.2,8.080000000000007,217.0,4,0.6480740698407861,0.6091199348919785,0.6005237760880776,0.6000397970967368,0.6000010180820753,1.9,0.8,4.0,0.0,0.2835820895522388,0.11940298507462686,0.5970149253731343,0.0,p,N,-0.266297,p,N,-0.266297,0.0,,,
Perovskite,,Sr2MnMoO6,12.0,,Sr2 Mn1 Mo1 O6,8.0,42.0,34.0,19.1,13.319999999999999,8.0,8.0,87.0,79.0,64.0,27.6,87.0,15.9994,95.96,79.9606,42.213444499999994,31.4568534,15.9994,54.8,2896.0,2841.2,684.38,755.4960000000001,54.8,2.0,16.0,14.0,11.3,5.64,16.0,2.0,5.0,3.0,3.1,1.3199999999999998,2.0,66.0,195.0,129.0,107.9,50.28,66.0,0.95,3.44,2.49,2.625,0.978,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.3,1.32,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.3,1.2799999999999998,2.0,9.105,54.23,45.125,18.926758620690002,14.121296551724,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,3.10120689655e-05,5.58217241379e-05,0.0,12.0,229.0,217.0,96.8,101.75999999999999,12.0,4,0.648074069840786,0.6091199348919785,0.6005237760880777,0.6000397970967368,0.6000010180820754,1.9,2.4,1.0,0.0,0.3584905660377358,0.4528301886792453,0.18867924528301888,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,True,0.7877573323062756,0.15887097012150359
Antiperovskite,{'a': '3.7656 Ã…'},Mn3NiN,185.0,,Mn3 Ni1 N1,7.0,28.0,21.0,22.0,6.0,25.0,52.0,82.0,30.0,59.8,9.36,52.0,14.0067,58.6934,44.686699999999995,47.502847,13.398458799999997,54.938045,63.05,1728.0,1664.95,1269.6100000000001,482.62399999999997,1519.0,7.0,15.0,8.0,9.2,2.6399999999999997,7.0,2.0,4.0,2.0,3.6,0.6399999999999999,4.0,71.0,139.0,68.0,122.4,20.559999999999995,139.0,1.55,3.04,1.49,1.9200000000000004,0.44800000000000023,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,8.0,8.0,4.6,1.8400000000000003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,7.2,1.12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.2,5.0,10.32,14.76875,4.44875,11.31030172414,1.3833793103440004,10.4875862069,0.0,6.437,6.437,1.2874,2.0598400000000003,0.0,0.0,0.5953947,0.5953947,0.11926501241379302,0.19045187503448285,0.000310120689655,194.0,225.0,31.0,214.0,8.0,217.0,3,0.66332495807108,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,2.0,0.6,4.6,0.0,0.2777777777777778,0.08333333333333333,0.6388888888888888,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,False,0.42594209043069775,0.06587025919348014
Antiperovskite,,Mn3Ni0.977Cu0.023N,166.0,,Mn3 Ni0.977 Cu0.023 N1,7.0,29.0,22.0,22.0046,6.00184,25.0,52.0,82.0,30.0,59.8138,9.376560000000001,52.0,14.0067,63.546,49.5393,47.52516896,13.407387584,54.938045,63.05,1728.0,1664.95,1267.906942,481.94277679999993,1519.0,7.0,15.0,8.0,9.2046,2.64552,7.0,2.0,4.0,2.0,3.6,0.64,4.0,71.0,139.0,68.0,122.43679999999999,20.574720000000006,139.0,1.55,3.04,1.49,1.919954,0.44801839999999993,1.55,1.0,2.0,1.0,1.9954,0.009157679999999937,2.0,0.0,3.0,3.0,0.6,0.9599999999999997,0.0,0.0,10.0,10.0,4.6091999999999995,1.8436800000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,7.204599999999999,1.1273599999999995,7.0,0.0,1.0,1.0,0.0046,0.00915768,0.0,0.0,3.0,3.0,0.6,0.9599999999999997,0.0,0.0,5.0,5.0,3.3908,1.93104,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.9954,1.20552,5.0,10.32,14.76875,4.44875,11.31375172414,1.381999310344,10.4875862069,0.0,6.437,6.437,1.2874,2.0598400000000003,0.0,0.0,0.5953947,0.5953947,0.11652619679379302,0.18714181105298572,0.000310120689655,194.0,225.0,31.0,214.0,8.0,217.0,4,0.6619685188889273,0.6139868713748631,0.60093052640587,0.6000724680660368,0.6000018212443757,1.9954,0.6,4.6091999999999995,0.0,0.2769619409821503,0.08328012658579241,0.6397579324320573,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Antiperovskite,,Mn3Ni0.945Cu0.055N,154.0,,Mn3 Ni0.945 Cu0.055 N1,7.0,29.0,22.0,22.011,6.0043999999999995,25.0,52.0,82.0,30.0,59.83299999999999,9.399599999999998,52.0,14.0067,63.546,49.5393,47.5562256,13.419810240000004,54.938045,63.05,1728.0,1664.95,1265.53747,480.99498800000003,1519.0,7.0,15.0,8.0,9.211,2.6532,7.0,2.0,4.0,2.0,3.6,0.6399999999999999,4.0,71.0,139.0,68.0,122.48799999999999,20.595200000000013,139.0,1.55,3.04,1.49,1.91989,0.44804400000000005,1.55,1.0,2.0,1.0,1.989,0.0217579999999999,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,10.0,10.0,4.622,1.8488,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,7.211,1.1376000000000002,7.0,0.0,1.0,1.0,0.011,0.021758,0.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,5.0,5.0,3.378,1.9464,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.989,1.2132,5.0,10.32,14.76875,4.44875,11.318551724139999,1.3800793103439997,10.4875862069,0.0,6.437,6.437,1.2874,2.0598400000000003,0.0,0.0,0.5953947,0.5953947,0.112715670713793,0.18245267307018626,0.000310120689655,194.0,225.0,31.0,214.0,8.0,217.0,4,0.660183307877441,0.6133601188155051,0.6008635020802813,0.6000655482475635,0.6000015931938242,1.989,0.6,4.622,0.0,0.27582859520177505,0.08320621273055054,0.6409651920676743,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Antiperovskite,,Mn3Ni0.844Cu0.156N,136.0,,Mn3 Ni0.844 Cu0.156 N1,7.0,29.0,22.0,22.031200000000002,6.012479999999998,25.0,52.0,82.0,30.0,59.893600000000006,9.472320000000002,52.0,14.0067,63.546,49.5393,47.65424812,13.459019248,54.938045,63.05,1728.0,1664.95,1258.058824,478.0035296,1519.0,7.0,15.0,8.0,9.2312,2.67744,7.0,2.0,4.0,2.0,3.6,0.6399999999999999,4.0,71.0,139.0,68.0,122.64959999999999,20.659840000000003,139.0,1.55,3.04,1.49,1.919688,0.4481248000000001,1.55,1.0,2.0,1.0,1.9687999999999999,0.06045312000000012,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,10.0,10.0,4.6624,1.86496,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,7.231199999999999,1.1699199999999996,7.0,0.0,1.0,1.0,0.0312,0.060453120000000006,0.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,5.0,5.0,3.3375999999999997,1.9948800000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.9687999999999994,1.23744,5.0,10.32,14.76875,4.44875,11.333701724139999,1.3740193103439997,10.4875862069,0.0,6.437,6.437,1.2874,2.0598400000000003,0.0,0.0,0.5953947,0.5953947,0.10068869777379301,0.1670127463515675,0.000310120689655,194.0,225.0,31.0,214.0,8.0,217.0,4,0.6553372261668033,0.6116608541430375,0.6007037088790178,0.6000511360743324,0.6000012024589246,1.9687999999999999,0.6,4.6624,0.0,0.272264631043257,0.0829737802854298,0.6447615886713133,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Antiperovskite,,Mn3Ni0.808Cu0.192N,133.0,,Mn3 Ni0.808 Cu0.192 N1,7.0,29.0,22.0,22.0384,6.015360000000001,25.0,52.0,82.0,30.0,59.915200000000006,9.498240000000001,52.0,14.0067,63.546,49.5393,47.689186840000005,13.472994735999999,54.938045,63.05,1728.0,1664.95,1255.393168,476.93726719999995,1519.0,7.0,15.0,8.0,9.2384,2.68608,7.0,2.0,4.0,2.0,3.6,0.6399999999999999,4.0,71.0,139.0,68.0,122.70720000000001,20.68287999999999,139.0,1.55,3.04,1.49,1.919616,0.44815360000000004,1.55,1.0,2.0,1.0,1.9616,0.07385088,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,10.0,10.0,4.6768,1.87072,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,7.2384,1.1814400000000003,7.0,0.0,1.0,1.0,0.038400000000000004,0.07385088,0.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,5.0,5.0,3.3232,2.01216,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.9616,1.24608,5.0,10.32,14.76875,4.44875,11.339101724139999,1.3718593103439995,10.4875862069,0.0,6.437,6.437,1.2874,2.0598400000000003,0.0,0.0,0.5953947,0.5953947,0.09640185593379302,0.1612744872021981,0.000310120689655,194.0,225.0,31.0,214.0,8.0,217.0,4,0.6539029897469502,0.6111585399907772,0.6006625626867419,0.6000479936822932,0.600001136613758,1.9616,0.6,4.6768,0.0,0.270999115826702,0.08289124668435012,0.6461096374889478,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Antiperovskite,,Mn3Ni0.649Cu0.351N,163.0,,Mn3 Ni0.649 Cu0.351 N1,7.0,29.0,22.0,22.0702,6.02808,25.0,52.0,82.0,30.0,60.0106,9.61272,52.0,14.0067,63.546,49.5393,47.84349952,13.534719808,54.938045,63.05,1728.0,1664.95,1243.619854,472.22794159999995,1519.0,7.0,15.0,8.0,9.270199999999999,2.7242399999999996,7.0,2.0,4.0,2.0,3.6,0.6399999999999999,4.0,71.0,139.0,68.0,122.9616,20.784639999999996,139.0,1.55,3.04,1.49,1.919298,0.44828080000000003,1.55,1.0,2.0,1.0,1.9298000000000002,0.13054391999999984,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,10.0,10.0,4.740399999999999,1.8961600000000005,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,7.2702,1.23232,7.0,0.0,1.0,1.0,0.0702,0.13054391999999998,0.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,5.0,5.0,3.2596000000000003,2.0884799999999997,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.9298,1.28424,5.0,10.32,14.76875,4.44875,11.36295172414,1.3623193103440006,10.4875862069,0.0,6.437,6.437,1.2874,2.0598400000000003,0.0,0.0,0.5953947,0.5953947,0.07746830447379302,0.13445369227860335,0.000310120689655,194.0,225.0,31.0,214.0,8.0,217.0,4,0.6494428997225237,0.6095982519933435,0.600552299280493,0.600041110621662,0.6000010295967195,1.9298000000000002,0.6,4.740399999999999,0.0,0.26543974030975764,0.08252867871585376,0.6520315809743885,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Perovskite,,NdNiO3,57.5,Pbnm,Nd1 Ni1 O3,8.0,60.0,52.0,22.4,17.28,8.0,19.0,87.0,68.0,68.2,22.56,87.0,15.9994,144.242,128.24259999999998,50.186719999999994,41.024784,15.9994,54.8,1728.0,1673.2,637.28,698.976,54.8,3.0,16.0,13.0,12.2,4.5600000000000005,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,201.0,135.0,104.6,46.32,66.0,1.14,3.44,2.3,2.6740000000000004,0.9192,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,10.0,4.0,6.8,1.2799999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,3.6,2.56,2.0,9.105,34.81,25.705000000000002,14.489,8.128400000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11907894000000001,0.190526304,0.0,12.0,225.0,213.0,91.0,94.8,12.0,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,2.0,2.4,1.6,0.8,0.29411764705882354,0.35294117647058826,0.23529411764705885,0.11764705882352942,p,O,-0.338381,s,Ni,-0.210764,0.12761699999999998,False,0.7335317021864758,0.14669665742030966
Tetragonally distorted perovskite,,Sr2FeWO6,37.0,,Sr2 Fe1 W1 O6,8.0,74.0,66.0,22.4,17.28,8.0,8.0,87.0,79.0,64.4,27.119999999999997,87.0,15.9994,183.84,167.8406,51.09214,42.111288,15.9994,54.8,3695.0,3640.2,793.48,886.4159999999999,54.8,2.0,16.0,14.0,11.4,5.5200000000000005,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,195.0,129.0,108.0,50.4,66.0,0.95,3.44,2.49,2.673,0.9204000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.0,1.6,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,2.0,20.0,18.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,6.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.2,1.12,2.0,9.105,54.23,45.125,18.987000000000002,14.0972,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.21106628,0.37991930399999996,0.0,12.0,229.0,217.0,98.0,103.2,12.0,4,0.648074069840786,0.6091199348919785,0.6005237760880777,0.6000397970967368,0.6000010180820754,2.0,2.4,1.0,1.4,0.29411764705882354,0.35294117647058826,0.14705882352941177,0.20588235294117646,d,Fe,-0.295049,d,Fe,-0.295049,0.0,True,0.7877573323062756,0.150353826809806
Perovskite,,LaMnO3,128.0,,La1 Mn1 O3,8.0,57.0,49.0,21.2,15.839999999999998,8.0,13.0,87.0,74.0,65.2,26.160000000000004,87.0,15.9994,138.90547,122.90607000000001,48.368343,38.8427316,15.9994,54.8,1519.0,1464.2,575.28,624.576,54.8,3.0,16.0,13.0,11.6,5.279999999999999,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,207.0,141.0,108.8,51.35999999999999,66.0,1.1,3.44,2.34,2.5940000000000003,1.0151999999999997,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.2,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.6,1.0400000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.8,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,36.8975,27.7925,14.94001724138,8.782993103448,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,217.0,205.0,89.4,92.88,12.0,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,2.0,2.4,1.2,0.0,0.35714285714285715,0.4285714285714286,0.2142857142857143,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,False,0.7456133690005962,0.16231835307545583
